ALAND10	AR_RESULT	AWATER10	COUNTYFP10	COUNTY_NAM	CTYFP_FUL	FUNCSTAT10	GEOID10	INTPTLAT10	INTPTLON10	LSAD10	MTFCC10	NAME10	NAMELSAD10	POPULATION	PRES04_DEM	PRES04_REP	PRES08_DEM	PRES08_REP	PRES12_DEM	PRES12_REP	STATEFP10	VAP_ASIAN	VAP_BLACK	VAP_HISPAN	VAP_INDIAN	VAP_OTHER	VAP_TOTAL	VAP_WHITE	VTDI10	VTDST10
1080858774	2	4538670	57	Jackson County	8057	N	805729002	40.9048891	-106.4188167	0	G5240	Jackson 2	Jackson 2	97.0	14.612625538020087	49.40459110473458	19.274748923959827	43.420373027259686	15.03012912482066	41.75035868005739	8	0.06958393113342898	0.0	6.888809182209469	0.6958393113342898	0.5566714490674318	78.90817790530846	70.69727403156385	A	29002
1017648327	2	3891433	57	Jackson County	8057	N	805729003	40.5064125	-106.4593257	0	G5240	Jackson 3	Jackson 3	167.0	25.157819225251075	85.05738880918221	33.18436154949785	74.75466284074605	25.876614060258248	71.87948350071736	8	0.11979913916786226	0.0	11.860114777618364	1.1979913916786227	0.9583931133428981	135.8522238163558	121.71592539454807	A	29003
758256335	2	711756	57	Jackson County	8057	N	805729005	40.6341045	-106.0747685	0	G5240	Jackson 5	Jackson 5	540.0	81.34863701578192	275.0358680057389	107.30272596843615	241.72166427546628	83.6728837876614	232.42467718794836	8	0.38737446197991393	0.0	38.35007173601148	3.873744619799139	3.0989956958393114	439.2826398852224	393.57245337159253	A	29005
704198496	2	9313547	57	Jackson County	8057	N	805729001	40.7332128	-106.472488	0	G5240	Jackson 1	Jackson 1	529.0	79.69153515064562	269.4332855093257	105.11692969870874	236.79770444763273	81.96843615494979	227.69010043041607	8	0.3794835007173601	0.0	37.56886657101865	3.7948350071736012	3.0358680057388807	430.33428981348635	385.5552367288379	A	29001
7280076	2	88623	15	Chaffee County	8015	N	801508007	38.8264671	-106.1216234	0	G5240	Chaffee 7	Chaffee 7	3245.0	686.2075355157505	888.2798023471279	885.9110562075355	887.9153798641137	926.7263743051266	923.810994441013	8	16.21680049413218	47.01050030883261	243.6164298949969	22.047560222359483	22.41198270537369	2700.5528103767756	2349.249536751081	A	8007
789126338	2	2032220	15	Chaffee County	8015	N	801508006	38.9733387	-106.381315	0	G5240	Chaffee 6	Chaffee 6	1058.0	223.7311471727778	289.6148015048571	288.8424953675108	289.4959851760346	302.1499241956314	301.19939356505137	8	5.287326632601494	15.327306418103205	79.4287158178449	7.188387893761581	7.307204222584087	880.4884047391769	765.9494637542815	A	8006
40632533	2	48075	15	Chaffee County	8015	N	801508005	38.547839	-106.0518097	0	G5240	Chaffee 5	Chaffee 5	1188.0	251.22174181593576	325.2007411982705	324.33353922174183	325.06732550957383	339.27609635577517	338.20877084620133	8	5.936998147004323	17.210623841877702	89.18838789376159	8.071649166151946	8.205064854848672	988.6769610870908	860.0642371834466	A	8005
548722605	2	506393	15	Chaffee County	8015	N	801508004	38.5259606	-106.2193768	0	G5240	Chaffee 4	Chaffee 4	1287.0	272.15688696726374	352.3008029647931	351.361334156887	352.1562693020383	367.5491043854231	366.3928350833848	8	6.431747992588018	18.64484249536751	96.62075355157505	8.744286596664608	8.888820259419395	1071.0667078443485	931.7362569487337	A	8004
1804548	2	0	15	Chaffee County	8015	N	801508003	38.5249049	-105.9850147	0	G5240	Chaffee 3	Chaffee 3	1506.0	318.4679656353529	412.24942444831265	411.1500926497838	412.08029647930823	430.0924251782806	428.73940142624514	8	7.5261946206974	21.81750800157224	113.06204727946543	10.232242124768376	10.401370093772812	1253.3228143073727	1090.2834521870964	A	8003
590996	2	0	15	Chaffee County	8015	N	801508002	38.5305365	-105.9950742	0	G5240	Chaffee 2	Chaffee 2	854.0	180.5920601942838	233.77224998596216	233.14885731933293	233.67634342186534	243.8903924981751	243.12313998540063	8	4.267842102307822	12.371946768487843	64.11353809871413	5.802347127856701	5.8982536919535065	710.7155932393733	618.2616654500533	A	8002
1205239	2	0	15	Chaffee County	8015	N	801508001	38.5392742	-106.0020756	0	G5240	Chaffee 1	Chaffee 1	823.0	174.03661070245383	225.28637205907125	224.68560840024708	225.1939468807906	235.03722836767926	234.2978269414341	8	4.112920433488686	11.922847998203157	61.786231680610925	5.591723285979	5.684148464259644	684.9167836487169	595.8189117861755	A	8001
622851	2	0	15	Chaffee County	8015	N	801508012	38.5306881	-105.9997266	0	G5240	Chaffee 12	Chaffee 12	797.0	168.53849177382222	218.16918412038856	217.58739962940086	218.07967881408277	227.6119939356505	226.8959514852041	8	3.9829861306081193	11.546184513448257	59.834297265427594	5.4150710315009265	5.504576337806727	663.2790723791342	576.9959571003425	A	8012
302439751	2	0	15	Chaffee County	8015	N	801508014	38.6249365	-105.9817767	0	G5240	Chaffee 14	Chaffee 14	815.0	172.3448818013364	223.0964680779381	222.5015441630636	223.00494132180359	232.75254085013196	232.02032680105566	8	4.0729406479869725	11.806951541355495	61.185636475939134	5.537368746139593	5.628895502274131	678.2590263349991	590.0272334213039	A	8014
460792366	2	562584	15	Chaffee County	8015	N	801508013	38.7293402	-106.1487047	0	G5240	Chaffee 13	Chaffee 13	1083.0	229.01779998876972	296.45825144589816	295.6676961087091	296.33662754786906	309.28957268796677	308.3165815037341	8	5.412263462294345	15.689482845752147	81.30557583244428	7.358245830759728	7.479869728788815	901.2938963445449	784.0484586445056	A	8013
43216791	2	0	15	Chaffee County	8015	S	801508015	38.4903799	-106.0001347	0	G5240	Chaffee 15	Chaffee 15	717.0	151.6212027626481	196.27014430905723	195.7467572575664	196.18962322421248	204.76511876017744	204.1209500814195	8	3.5831882755909934	10.387219944971644	53.82834521870964	4.871525633106856	4.952046717951598	596.7014992419563	519.0791734516256	P	8015
80437608	1	0	39	Elbert County	8039	N	803920009	39.524933	-104.5078819	0	G5240	Elbert 9	Elbert 9	1678.0	205.98856449796412	609.752317421814	277.5830373386468	662.0126483583124	261.8831326344971	746.181581911115	8	9.52170146409079	8.722169280083166	55.82188339253227	6.4689422160616825	13.446677640128216	1252.5035086199427	1158.5221346270466	A	20009
27837897	1	0	39	Elbert County	8039	N	803920014	39.3865966	-104.57095	0	G5240	Elbert 14	Elbert 14	1496.0	183.64653902798233	543.6170839469809	247.47569955817377	590.2091310751105	233.47864506627394	665.2488954344625	8	8.488954344624448	7.776141384388807	49.767304860088366	5.767304860088365	11.988217967599411	1116.6539027982326	1032.8659793814434	A	20014
216319136	1	0	39	Elbert County	8039	N	803920013	39.2799693	-104.3713593	0	G5240	Elbert 13	Elbert 13	1491.0	183.03274711946634	541.8001819284415	246.64857489387506	588.2365069739236	232.69830200121285	663.0254699818072	8	8.460582171012735	7.750151607034566	49.600970285021226	5.748029108550637	11.94815039417829	1112.9217707701637	1029.4138872043663	A	20013
70524024	1	0	39	Elbert County	8039	N	803920015	39.4405903	-104.5432192	0	G5240	Elbert 15	Elbert 15	962.0	118.09356319847527	349.5719483669757	159.13878541107164	379.5328770683531	150.138005717751	427.78705709087757	8	5.458806202893529	5.000433162955904	32.002772242917786	3.7086545958589623	7.7090011262236855	718.0622022004678	664.1825348696179	A	20015
104868152	1	0	39	Elbert County	8039	N	803920010	39.3008274	-104.6141387	0	G5240	Elbert 10	Elbert 10	1439.0	176.6493112709001	522.904400935632	238.0464783851685	567.7212163215802	224.58273412457766	639.9018452741922	8	8.165511565450922	7.479857922550464	47.87109070432297	5.54756129255826	11.531447630598631	1074.1075976782465	993.5121285627653	A	20010
20258750	1	0	39	Elbert County	8039	N	803920012	39.3816871	-104.6329843	0	G5240	Elbert 12	Elbert 12	1591.0	195.308585289786	578.1382222992289	263.19106817984925	627.6889889976609	248.30516330243438	707.493979034913	8	9.02802564324699	8.26994715411938	52.92766178636403	6.133544139305207	12.74950186260071	1187.564411331543	1098.4557307459065	A	20012
477198909	1	30288	39	Elbert County	8039	N	803920005	39.2285444	-104.1516769	0	G5240	Elbert 5	Elbert 5	1046.0	128.4052672615438	380.09590227843717	173.03447977128997	412.6729619682925	163.2477692107771	465.14060469548645	8	5.935458719570303	5.437061422507147	34.79719310404574	4.032487221692801	8.382136359698519	780.7620202720263	722.1776834445118	A	20005
229761652	1	0	39	Elbert County	8039	N	803920004	39.1971409	-104.4503601	0	G5240	Elbert 4	Elbert 4	712.0	87.40396777267608	258.7268474400069	117.78255219613618	280.9016720090098	111.12085246469722	316.6157844581131	8	4.040197522307892	3.700944295243871	23.686043489560774	2.7448670189725375	5.705622455167634	531.4556007970199	491.5779260157671	A	20004
154569748	1	0	39	Elbert County	8039	N	803920011	39.1967001	-104.5948646	0	G5240	Elbert 11	Elbert 11	966.0	118.58459672528805	351.02546998180713	159.8004851425106	381.11097634930263	150.76228016979988	429.56579745300184	8	5.481503941782899	5.0212249848392965	32.1358399029715	3.724075197089145	7.741055184960582	721.047907822923	666.9442086112796	A	20011
36346513	1	0	39	Elbert County	8039	N	803920018	39.3471879	-104.5471359	0	G5240	Elbert 18	Elbert 18	1204.0	147.80109157064888	437.51000606428136	199.17161916312918	475.00788356579744	187.9066100667071	535.4008489993936	8	6.832019405700424	6.258338386901152	40.053365676167374	4.641600970285022	9.648271679805942	898.6973923590054	831.2637962401456	A	20018
51977925	1	5952	39	Elbert County	8039	N	803920007	39.5369694	-104.6189287	0	G5240	Elbert 7	Elbert 7	1867.0	229.18989863986832	678.4312137226025	308.848349649138	736.577839383176	291.38010049380574	830.2270640214849	8	10.594169626613532	9.704582864073464	62.10933033007017	7.19756562418782	14.961231915446591	1393.5780992809496	1289.011218920558	A	20007
650778935	1	81700	39	Elbert County	8039	N	803920003	39.4173972	-104.3286769	0	G5240	Elbert 3	Elbert 3	1104.0	135.5252534003292	401.1719656934939	182.629125877155	435.5554015420601	172.2997487654856	490.9323399462878	8	6.26457593346617	5.738542839816339	36.726674174824566	4.256085939530451	8.846920211383523	824.0547517976263	762.2219526986053	A	20003
1347333095	1	278446	39	Elbert County	8039	N	803920002	39.4228909	-103.9651855	0	G5240	Elbert 2	Elbert 2	687.0	84.33500823009616	249.64233734731005	113.64692887464264	271.03855150307544	107.21913713939183	305.4986571948367	8	3.8983366542493285	3.5709954084726676	22.854370614225072	2.648488261283895	5.505284588062029	512.7949406566751	474.31746513038206	A	20002
18050351	1	0	39	Elbert County	8039	N	803920008	39.4166829	-104.6375947	0	G5240	Elbert 8	Elbert 8	1647.0	202.18305466516503	598.4875249068699	272.4548644199948	649.7823789309538	257.04500563111844	732.3963441046521	8	9.345793987698173	8.561032660486875	54.790609027116	6.349432556527765	13.198258684917265	1229.3642900459154	1137.1191631291692	A	20008
22170531	2	5231	47	Gilpin County	8047	N	804724004	39.8665529	-105.4999385	0	G5240	Gilpin 4	Gilpin 4	840.0	278.97077743061936	205.1755192060283	307.22293696011764	198.07388347730196	292.09336519022236	207.8000367579489	8	10.652453593089506	3.396434478956074	28.252159529498254	4.477118176805734	7.719169270354715	691.9463333945965	637.4489983458923	A	24004
47882640	2	69887	47	Gilpin County	8047	N	804724005	39.88545	-105.4231662	0	G5240	Gilpin 5	Gilpin 5	812.0	269.6717515162654	198.33633523249404	296.9821723947804	191.47142069472523	282.35691968388164	200.87336886601727	8	10.297371806653189	3.2832199963242052	27.31042087851498	4.327880904245543	7.461863628009557	668.8814556147767	616.2006984010292	A	24005
113470117	2	625639	47	Gilpin County	8047	N	804724006	39.9059551	-105.5736029	0	G5240	Gilpin 6	Gilpin 6	1026.0	340.7428781473994	250.60724131593457	375.25087300128655	241.93310053299027	356.7711817680573	253.81290204006618	8	13.011211174416468	4.148502113582063	34.507994853887155	5.468480058812718	9.428413894504686	845.1630215034002	778.5984194081971	A	24006
28344590	2	34024	47	Gilpin County	8047	N	804724003	39.835447	-105.4509109	0	G5240	Gilpin 3	Gilpin 3	1177.0	390.8911964712369	287.489983458923	430.4778533357839	277.53923911045763	409.2784414629664	291.1674324572689	8	14.926116522698033	4.759051644918213	39.58665686454696	6.273295350119463	10.816026465723212	969.5486123874288	893.1874655394229	A	24003
50944212	2	0	47	Gilpin County	8047	N	804724001	39.7867734	-105.5033663	0	G5240	Gilpin 1	Gilpin 1	911.0	302.5504502848741	222.51773571034735	333.19058996507994	214.81584267597867	316.78220915272925	225.3640874839184	8	11.552839551553024	3.6835140599154568	30.640139680205845	4.855541260797647	8.37162286344422	750.4322734791399	691.3286160632236	A	24001
125417051	2	207117	47	Gilpin County	8047	N	804724002	39.8393097	-105.5377381	0	G5240	Gilpin 2	Gilpin 2	675.0	224.17294614960485	164.87318507627273	246.87557434295167	159.16651350854622	234.717882742143	166.98217239478038	8	8.560007351589782	2.7292777063039884	22.70262819334681	3.5976842492188936	6.202903877963609	556.028303620658	512.2358022422349	A	24002
1234048037	1	45762	39	Elbert County	8039	N	803920006	39.0578947	-103.8569272	0	G5240	Elbert 6	Elbert 6	595.0	73.04123711340206	216.21134020618555	98.4278350515464	234.7422680412371	92.86082474226804	264.58762886597935	8	3.3762886597938144	3.0927835051546393	19.79381443298969	2.2938144329896906	4.768041237113402	444.12371134020617	410.79896907216494	A	20006
33832125	1	0	39	Elbert County	8039	N	803920017	39.4604507	-104.6151166	0	G5240	Elbert 17	Elbert 17	1796.0	220.47405353894135	652.6312050593433	297.10317941609634	708.5665771463224	280.2992289699385	798.6544225937798	8	10.19128476132721	9.335528025643248	59.74737936411678	6.923849952352075	14.392272372866673	1340.5818244823702	1239.9915100060643	A	20017
37520312	1	0	39	Elbert County	8039	N	803920016	39.4931963	-104.5938885	0	G5240	Elbert 16	Elbert 16	1455.0	178.61344537815125	528.718487394958	240.69327731092437	574.0336134453781	227.07983193277312	647.0168067226891	8	8.256302521008404	7.563025210084033	48.403361344537814	5.609243697478991	11.659663865546218	1086.0504201680671	1004.5588235294117	A	20016
2025560	1	0	39	Elbert County	8039	N	803920001	39.3626674	-104.6019566	0	G5240	Elbert 1	Elbert 1	1350.0	165.7238152993156	490.5635450056311	223.32365936065148	532.608507320454	210.6926275664905	600.324872216928	8	7.660486875162436	7.01723988564498	44.91033526812787	5.204452915186693	10.818244823702678	1007.6756475786191	932.0648878107944	A	20001
16564945	2	228823	29	Delta County	8029	N	802915008	38.7543115	-108.0287363	0	G5240	Delta 8	Delta 8	1942.0	265.0235202894805	609.9807443783924	318.9819074696304	631.6268415611269	289.9949599379685	684.8323210131817	8	7.52907728095115	7.905531144998708	174.23539674334452	8.972150426466786	17.065908503489275	1512.152429568364	1296.4443654691136	A	15008
2311837	2	0	29	Delta County	8029	N	802915001	38.7388776	-108.0677105	0	G5240	Delta 1	Delta 1	2204.0	300.7784957353321	692.2747479968984	362.0165417420522	716.8411734298269	329.1188937710003	777.2247350736625	8	8.544843628844662	8.972085810286895	197.74192297751358	10.182605324373222	19.368312225381235	1716.1606358232102	1471.3508658568105	A	15001
1237414	2	0	29	Delta County	8029	S	802915011	38.7429625	-108.0618528	0	G5240	Delta 11	Delta 11	1137.0	155.16567588524165	357.1308477642802	186.75717239596796	369.804180666839	169.78592659601964	400.9548655983458	8	4.408115792194366	4.628521581804084	102.01114629103128	5.253004652364952	9.991729128973896	885.33332256397	759.0408051176014	P	15011
16225352	2	506278	29	Delta County	8029	N	802915013	38.7086933	-108.0262555	0	G5240	Delta 13	Delta 13	1703.0	232.40734039803567	534.9110235202895	279.7251227707418	553.8931571465495	254.30556991470664	600.5506913931248	8	6.602481261307831	6.932605324373223	152.79242052209872	7.867956836391833	14.965624192297751	1326.0533406565005	1136.892252520031	A	15013
307422117	2	1564413	29	Delta County	8029	S	802915018	38.7264536	-108.2374128	0	G5240	Delta 18	Delta 18	2034.0	277.5787025071078	638.8778754200051	334.0933057637632	661.549431377617	303.7331351770483	717.2754587748773	8	7.885758593951926	8.280046523649522	182.48959679503747	9.397195657792711	17.87438614629103	1583.7888989402948	1357.861915223572	P	15018
2795929	2	291121	29	Delta County	8029	N	802915006	38.7424091	-108.0768091	0	G5240	Delta 6	Delta 6	1001.0	136.60584130266218	314.4133497027656	164.41858361333678	325.57078702507107	149.4773197208581	352.99544455931766	8	3.8808477642801757	4.074890152494184	89.8092853450504	4.624676919100542	8.796588265701732	779.4359330576376	668.2496446110106	A	15006
306103521	2	1544179	29	Delta County	8029	N	802915003	38.7390558	-107.6413676	0	G5240	Delta 3	Delta 3	1381.0	188.46420263634013	433.7710648746446	226.8352287412768	449.1640927888343	206.2219565779271	486.99970922719046	8	5.354096665805118	5.6218014990953735	123.90272034117343	6.3802985267510985	12.1359524424916	1075.3256978547429	921.9308283794262	A	15003
51905755	2	39010	29	Delta County	8029	N	802915010	38.8342642	-107.5959026	0	G5240	Delta 10	Delta 10	1405.0	191.7394675626777	441.3094468855001	230.7773326440941	456.96998578444044	209.8058283794262	495.46313646937193	8	5.447143964848798	5.7195011630912385	126.05598991987594	6.491179891444818	12.346859653657276	1094.0134724735074	937.9527978805893	A	15010
577954259	2	1084775	29	Delta County	8029	N	802915005	39.069112	-107.6401607	0	G5240	Delta 5	Delta 5	1440.0	196.5158955802533	452.3029206513311	236.52623416903592	468.353579736366	215.03230808994573	507.80563453088655	8	5.5828379426208325	5.861979839751874	129.19617472215043	6.652881881623158	12.654432669940553	1121.2664771258724	961.3181700697854	A	15005
1299418	2	0	29	Delta County	8029	N	802915015	38.8689895	-107.5901341	0	G5240	Delta 15	Delta 15	1173.0	160.078573274748	368.43842078056343	192.67032825019385	381.5130201602481	175.1617342982683	413.650006461618	8	4.547686740759886	4.775071077797881	105.24105065908503	5.419326699405532	10.30808994572241	913.3649844921168	783.0737593693461	A	15015
385682473	2	6620635	29	Delta County	8029	N	802915016	38.9901422	-108.007027	0	G5240	Delta 16	Delta 16	1139.0	155.4386146291031	357.7590462651848	187.08568105453605	370.45467174980615	170.0845825794779	401.66015120186097	8	4.415869733781339	4.636663220470406	102.19058542258982	5.262244766089429	10.009304729904368	886.8906371155338	760.3759692426984	A	15016
4806271	2	0	29	Delta County	8029	N	802915012	38.9115925	-107.9318778	0	G5240	Delta 12	Delta 12	1190.0	162.39855259757044	373.77810803825275	195.46265184802274	387.04219436546913	177.70031015766347	419.6449340914965	8	4.61359524424916	4.844275006461618	106.76628327733265	5.497867666063582	10.45748255363143	926.6021581804084	794.4226544326699	A	15012
99297732	2	0	29	Delta County	8029	N	802915007	38.9342897	-107.8607035	0	G5240	Delta 7	Delta 7	1394.0	190.23830447143965	437.8543551305247	228.9705350219695	453.392284828121	208.16322047040578	491.5840656500388	8	5.404497286120445	5.674722150426467	125.06907469630396	6.440359265960196	12.250193848539674	1085.448242439907	930.6093951925562	A	15007
210715751	2	1558038	29	Delta County	8029	N	802915017	38.7419878	-107.9219005	0	G5240	Delta 17	Delta 17	1711.0	233.4990953734815	537.423817523908	281.03915740501424	556.4951214784182	255.50019384853968	603.3718338071853	8	6.633497027655725	6.965171879038511	153.5101770483329	7.904917291289739	15.035926596019642	1332.2825988627553	1142.2329090204187	A	15017
359189232	2	1311819	29	Delta County	8029	N	802915014	38.9264209	-107.7625587	0	G5240	Delta 14	Delta 14	1930.0	263.3858878263117	606.2115533729645	317.0108555182218	627.7238950633239	288.20302403721894	680.600607392091	8	7.48255363142931	7.8566813130007755	173.1587619539933	8.916709744119927	16.960454897906434	1502.8085422589816	1288.433380718532	A	15014
68379500	2	405161	29	Delta County	8029	N	802915004	38.852562	-107.9740555	0	G5240	Delta 4	Delta 4	1554.0	212.0734039803567	488.1102352028948	255.25122770741794	505.431571465495	232.05569914706643	548.0069139312484	8	6.024812613078315	6.326053243732231	139.42420522098735	7.179568363918325	13.656241922977513	1210.0334065650038	1037.4225252003102	A	15004
310227790	2	1692336	29	Delta County	8029	N	802915009	38.807915	-108.1743719	0	G5240	Delta 9	Delta 9	1710.0	233.36262600155078	537.1097182734557	280.8749030757302	556.1698759369347	255.35086585681054	603.0191910054277	8	6.6296200568622385	6.96110105970535	153.42045748255364	7.900297234427501	15.027138795554407	1331.5039415869733	1141.5653269578702	A	15009
161812359	2	90007	29	Delta County	8029	N	802915002	38.7621331	-107.6982238	0	G5240	Delta 2	Delta 2	1645.0	224.49211682605323	516.6932669940553	270.1983716722667	535.0289157405015	245.64454639441715	580.0974088911863	8	6.377616955285603	6.696497803049883	147.588685706901	7.5999935383820105	14.455931765314034	1280.8912186611528	1098.1724928922201	A	15002
8876180	2	0	29	Delta County	8029	N	802915020	38.8860649	-107.9354565	0	G5240	Delta 20	Delta 20	1440.0	196.5158955802533	452.3029206513311	236.52623416903592	468.353579736366	215.03230808994573	507.80563453088655	8	5.5828379426208325	5.861979839751874	129.19617472215043	6.652881881623158	12.654432669940553	1121.2664771258724	961.3181700697854	A	15020
65115059	2	16829	29	Delta County	8029	N	802915019	38.7930829	-108.0129614	0	G5240	Delta 19	Delta 19	1819.0	248.23778754200052	571.3465365727578	298.7786249676919	591.6216399586457	271.6276169552856	641.4572563970019	8	7.052209873352288	7.4048203670199015	163.1998901524942	8.403883432411476	15.985009046265185	1416.3775846471956	1214.3317717756527	A	15019
145784137	2	132646	119	Teller County	8119	N	811960011	38.8918585	-105.169007	0	G5240	Teller 11	Teller 11	2595.0	395.19571734475375	899.5259100642398	501.5518201284797	905.3049250535332	481.54753747323343	967.095931477516	8	14.558672376873663	9.557601713062098	92.46423982869379	14.780942184154176	30.562098501070665	2063.775160599572	1901.8516059957174	A	60011
190641019	2	79749	119	Teller County	8119	N	811960008	39.0818642	-105.1088729	0	G5240	Teller 8	Teller 8	1935.0	294.68351177730193	670.7447537473233	373.98950749464666	675.0539614561028	359.0730192719486	721.1293361884368	8	10.855888650963598	7.126766595289079	68.94732334047109	11.021627408993576	22.789079229122056	1538.8843683083512	1418.1436830835119	A	60008
6854847	2	0	119	Teller County	8119	N	811960009	39.0103971	-105.0588395	0	G5240	Teller 9	Teller 9	1970.0	300.013704496788	682.8770877944326	380.7541755888651	687.2642398286938	365.5678800856531	734.1730192719486	8	11.052248394004282	7.2556745182012845	70.19443254817988	11.220985010706638	23.201284796573876	1566.7194860813704	1443.7948608137044	A	60009
436442481	1	1293620	99	Prowers County	8099	N	809950013	38.1892658	-102.1588385	0	G5240	Prowers 13	Prowers 13	625.0	65.13425225081667	168.91084375746954	74.04788463070672	151.53175045813083	75.64138315672058	160.84375746952435	8	1.294717552386264	2.141263644331129	134.30204764560594	2.4400446179587285	3.186997052027727	455.49159429527526	312.1265237829655	A	50013
1185097214	1	4147591	99	Prowers County	8099	N	809950003	37.9691092	-102.328718	0	G5240	Prowers 3	Prowers 3	944.0	98.3787745996335	255.12293841128198	111.84192494621942	228.8735558919608	114.24874511991077	242.93841128196956	8	1.9555413911242132	3.2341646083977373	202.84981276392318	3.6854433909648634	4.8136403473826785	687.9745040235838	471.4359015217911	A	50003
2030469	2	0	119	Teller County	8119	N	811960010	39.000661	-105.054611	0	G5240	Teller 10	Teller 10	1678.0	255.54466809421842	581.6587580299786	324.3175160599572	585.3956316916489	311.3821841541756	625.3514346895075	8	9.41404710920771	6.180214132762313	59.78997858672377	9.557773019271949	19.762312633832977	1334.4950749464667	1229.7907494646681	A	60010
6340726	2	0	119	Teller County	8119	N	811960002	38.9878042	-105.0362683	0	G5240	Teller 2	Teller 2	1759.0	267.88025695931475	609.7364453961457	339.9728907922912	613.653704496788	326.413147751606	655.5382441113491	8	9.86847965738758	6.478543897216274	62.676145610278375	10.01914346895075	20.71627408993576	1398.9134903640256	1289.1549036402569	A	60002
40757386	1	0	115	Sedgwick County	8115	N	811558005	40.9757694	-102.309802	0	G5240	Sedgwick 5	Sedgwick 5	450.0	70.74401008827239	183.66960907944514	88.52459016393442	162.10592686002522	79.25598991172761	166.64564943253467	8	3.0264817150063053	1.1349306431273645	38.020176544766706	1.5132408575031526	2.648171500630517	362.98865069356873	316.6456494325347	A	58005
